Player,Class,Pos,School,weight,FT,IN,Height_IN,fty_dash,fty_pct_given_mass,Vertical,vrt_pct_given_mass,Bench,bch_pct_given_mass,broad_jump,bj_pct_given_mass,three_cone,three_pct_given_mass,Shuttle,shud_pct_given_mass,RAS
Mehdi Abdesmad,2016,DE,Boston Col.,284,6,6,78,5.1,1.170098371,29.5,1.126268275,25,1.576543953,108,1.16281637,7.55,1.300863233,4.62,1.309159874,7.645750076
Chris Mayes,2016,DL,Georgia,338,6,3,75,5.34,1.278840303,23.5,1.026721646,33,2.381469563,104,1.281403016,,0,5.13,1.663539418,7.631973945
Austin Blythe,2016,C,Iowa,298,6,2,74,5.36,1.108313956,27.5,1.045171526,29,1.820535338,99,1.061103183,7.52,1.289845133,4.53,1.277861992,7.60283113
Bronson Kaufusi,2016,DE,BYU,285,6,6,78,4.87,1.229674337,30,1.149390517,25,1.582095164,111,1.199324983,7.03,1.215532381,4.25,1.208554278,7.584571659
Anthony Zettel,2016,DT,Penn State,277,6,4,76,4.81,1.179038246,30.5,1.10662402,28,1.67804856,109,1.115306667,7.63,1.249365889,4.39,1.182212777,7.510596158
Adolphus Washington,2016,DT,Ohio State,301,6,3,75,5.17,1.176296552,27,1.050505705,21,1.349584822,99,1.086269017,8.06,1.415254504,4.79,1.383251149,7.461161749
Evan Boehm,2016,C,Missouri,302,6,2,74,5.33,1.129512552,28.5,1.097717063,24,1.526873424,96,1.042759931,7.52,1.307158491,4.69,1.340754529,7.44477599
Connor Wujciak,2016,DT,Boston Col.,291,6,2,74,4.91,1.181470343,34.5,1.280414831,22,1.348653927,117,1.22457393,7.32,1.226048174,4.27,1.176224851,7.437386055
Fahn Cooper,2016,OT,Mississippi,303,6,4,76,5.17,1.199900642,25,0.992208908,19,1.245555126,102,1.141644349,7.85,1.406039827,4.89,1.440465454,7.425814305
Giorgio Newberry,2016,DE,Florida State,285,6,5,77,4.94,1.196708138,30,1.134654741,20,1.249449514,114,1.215947643,7.53,1.285293485,4.78,1.341841591,7.423895113
Jonathan Bullard,2016,DE,Florida,285,6,3,75,4.93,1.16798916,32,1.178862068,23,1.399545722,116,1.205142914,7.31,1.215332874,4.56,1.246834278,7.413707015
Jihad Ward,2016,DT,Illinois,297,6,5,77,5.11,1.205607337,25,0.985358064,20,1.302057915,111,1.233799506,7.38,1.31272961,4.63,1.354459217,7.394011649
Nila Kasitati,2016,OG,Oklahoma,317,6,3,75,5.32,1.203894697,27.5,1.126834439,12,0.812184886,107,1.236456216,8.3,1.534865636,4.83,1.468944622,7.383180496
Germain Ifedi,2016,OT,Texas A&M,324,6,6,78,5.27,1.291839637,32.5,1.415565163,24,1.726648701,109,1.338876595,,0,4.75,1.535574847,7.308504943
Carl Nassib,2016,DE,Penn State,277,6,7,79,4.84,1.217982663,28.5,1.07487661,21,1.308215489,114,1.212512294,7.27,1.237408276,4.37,1.223280533,7.274275865
Emmanuel Ogbah,2016,DE,Oklahoma State,273,6,4,76,4.63,1.207187851,35.5,1.269437971,20,1.181297723,121,1.220214126,7.26,1.171614141,4.5,1.194335992,7.244087805
Sterling Bailey,2016,DE,Georgia,285,6,4,76,5.23,1.115671583,30,1.119918965,20,1.233222897,111,1.16857306,7.46,1.256808255,4.73,1.310561363,7.204756123
Romeo Okwara,2016,DE,Notre Dame,265,6,5,77,4.9,1.121812118,33,1.160532831,23,1.336034174,120,1.190124194,7.38,1.171290729,4.53,1.182422182,7.162216228
Jack Allen,2016,C,Michigan State,294,6,1,73,5.29,1.092934478,26.5,0.980218639,23,1.405242119,101,1.053576325,7.9,1.318769902,4.73,1.298581162,7.149322626
Cody Whitehair,2016,OT,Kansas State,301,6,4,76,5.02,1.227597453,25.5,1.005372867,16,1.041965171,110,1.223058448,7.32,1.30245556,4.58,1.340242338,7.140691837
Joey Bosa,2016,DE,Ohio State,269,6,5,77,4.86,1.148117519,32,1.142351814,24,1.415165976,120,1.208088333,6.89,1.110028098,4.21,1.115482775,7.139234514
Sheldon Day,2016,DT,Notre Dame,293,6,1,73,5.07,1.136480868,30,1.105907052,21,1.278683046,102,1.0603887,7.44,1.237756344,4.5,1.231234458,7.050450468
Branden Jackson,2016,DE,Texas Tech,273,6,4,76,5.06,1.104600742,31.5,1.126402706,20,1.181297723,113,1.139538812,7.4,1.194207252,4.77,1.265996152,7.012043386
Jason Fanaika,2016,DE,Utah,271,6,2,74,4.92,1.098033312,35.5,1.226976531,23,1.31305216,113,1.10142237,7.06,1.101228536,4.39,1.126168299,6.966881208
Kenny Clark,2016,DT,UCLA,314,6,3,75,5.06,1.253776145,28.5,1.156758405,29,1.944204934,102,1.167523208,,0,4.62,1.391780202,6.914042894
Beau Sandland,2016,TE,Montana State,253,6,4,76,4.74,1.092786647,35,1.159869291,23,1.25896913,124,1.158858038,7.1,1.061852532,4.33,1.065024938,6.797360576
Yannick Ngakoue,2016,DE,Maryland,252,6,2,74,4.75,1.057592248,34.5,1.108812843,26,1.380253128,118,1.069519499,7.35,1.066083801,4.5,1.073451783,6.755713302
Caleb Benenoch,2016,OT,UCLA,311,6,5,77,4.98,1.295392503,28,1.15562263,,0,104,1.210483551,8.15,1.518030397,5.11,1.565343959,6.74487304
Derrick Henry,2016,RB,Alabama,247,6,3,75,4.54,1.099213293,37,1.181318031,22,1.16020312,130,1.17051237,7.2,1.037438732,4.38,1.037934851,6.686620397
John Theus,2016,OT,Georgia,313,6,6,78,5.22,1.259934724,28,1.178158887,,0,103,1.222223427,7.9,1.500160674,4.78,1.492810235,6.653287947
Noah Spence,2016,DE,East. Kentucky,251,6,2,74,4.8,1.042422584,35,1.120418775,25,1.321899936,121,1.092358646,7.21,1.041627533,4.35,1.033552318,6.652279792
Shilique Calhoun,2016,DE,Michigan State,251,6,4,76,4.82,1.06615386,35,1.150700363,23,1.249016804,115,1.066251347,6.97,1.034169766,4.25,1.037084184,6.603376324
Dan Vitale,2016,FB,Northwestern,239,6,1,73,4.6,1.021745038,38.5,1.157679606,30,1.490030463,123,1.043038433,7.12,0.966212162,4.12,0.919508492,6.598214194
B.J. Goodson,2016,OLB,Clemson,242,6,1,73,4.69,1.014717128,34.5,1.050422978,30,1.508733774,118,1.013198813,7.05,0.968721833,4.51,1.019183855,6.574978381
Bryce Williams,2016,TE,East Carolina,257,6,6,78,4.94,1.093151576,29.5,1.019193474,19,1.084262552,111,1.081496563,7.19,1.121058721,4.53,1.161618969,6.560781855
Austin Hooper,2016,TE,Stanford,254,6,4,76,4.72,1.101754716,33,1.09791354,19,1.04412872,117,1.097760525,7,1.051034795,4.32,1.066765159,6.459357454
Deforest Buckner,2016,DE,Oregon,291,6,7,79,5.05,1.226332704,32,1.267876495,,0,116,1.296141775,7.51,1.342863168,4.47,1.314514469,6.447728611
Quinton Jefferson,2016,DT,Maryland,291,6,4,76,4.95,1.203596705,29,1.105379666,24,1.511022581,,0,7.95,1.367557057,4.37,1.236305455,6.423861465
Andy Janovich,2016,FB,Nebraska,238,6,1,73,4.81,0.973048189,34,1.018088722,30,1.483796026,119,1.004896231,7.28,0.983791218,4.32,0.960110748,6.423731133
Nick Vannett,2016,TE,Ohio State,257,6,6,78,4.76,1.13448924,30.5,1.053742405,17,0.970129652,111,1.081496563,7.05,1.099230039,4.2,1.076997719,6.416085619
Ben Braunecker,2016,TE,Harvard,250,6,3,75,4.73,1.067873328,35.5,1.147193076,20,1.067540597,121,1.102709412,6.9,1.006287569,4.2,1.007368415,6.398972396
Devaunte Sigler,2016,DT,Jacksonville State,298,6,3,75,5.15,1.169095278,25,0.962995878,23,1.46338465,,0,7.9,1.373334606,4.97,1.420926728,6.38973714
Jarran Reed,2016,DT,Alabama,307,6,3,75,5.21,1.190533235,31,1.230178761,,0,104,1.163877887,7.77,1.391529452,4.75,1.399042848,6.375162183
Joe Haeg,2016,OT,North Dakota State,304,6,6,78,5.16,1.237935715,27.5,1.123848505,,0,111,1.279279981,7.47,1.377718636,4.47,1.355855717,6.374638555
Darius Latham,2016,DT,Indiana,311,6,4,76,5.32,1.196856153,29,1.181350777,,0,100,1.148810563,7.76,1.426617173,4.63,1.399886223,6.35352089
D.J. Pettway,2016,DE,Alabama,265,6,2,74,4.99,1.05866037,28,0.946329802,17,0.949029356,108,1.029380147,7.74,1.180566076,4.69,1.176489901,6.340455652
Ryan Malleck,2016,TE,Virginia Tech,247,6,4,76,4.77,1.060160879,34.5,1.116185902,18,0.96191386,121,1.104003257,7,1.022069269,4.33,1.03976743,6.304100597
James Cowser,2016,DE,Southern Utah,248,6,3,75,4.82,1.039550314,31.5,1.00978843,21,1.111950285,111,1.003483791,6.8,0.983770062,4.31,1.025481858,6.17402474
Temarrick Hemingway,2016,TE,South Carolina State,244,6,5,77,4.71,1.074581235,30.5,0.987614103,18,0.962733731,115,1.050153613,6.88,1.005404292,4.31,1.035846944,6.116333917
Joe Schobert,2016,OLB,Wisconsin,244,6,1,73,4.76,1.008057585,33.5,1.028405488,22,1.115548609,111,0.960970607,7.11,0.985040376,4.3,0.979758205,6.07778087
Isaac Seumalo,2016,OG,Oregon State,303,6,4,76,5.19,1.195276747,26,1.031897264,,0,105,1.175222124,7.4,1.325438818,4.52,1.33147318,6.059308133
Devante Bond,2016,OLB,Oklahoma,235,6,1,73,4.7,0.983269284,37.5,1.108737872,21,1.0255649,121,1.008905598,7.07,0.943369609,4.36,0.956786368,6.02663363
Nick Kwiatkoski,2016,ILB,West Virginia,243,6,2,74,4.73,1.024133236,32,0.991733226,19,0.972623427,120,1.048802414,7.16,1.001434988,4.22,0.970707112,6.009434403
Steve Longa,2016,ILB,Rutgers,241,6,1,73,4.78,0.991497478,32,0.970279315,19,0.951582914,116,0.991910142,7.5,1.026296649,4.56,1.026224816,5.957791315
Tyler Matakevich,2016,OLB,Temple,238,6,1,73,4.81,0.973048189,31,0.928257364,22,1.088117086,112,0.945784688,7.19,0.971628964,4.5,1.000115362,5.906951653
Dadi Nicolas,2016,DE,Virginia Tech,235,6,3,75,4.74,1.001683205,41,1.245431582,14,0.702441713,116,0.993714332,7.04,0.965102698,4.38,0.987508866,5.895882396
Glenn Gronkowski,2016,FB,Kansas State,239,6,2,74,4.71,1.011552253,33,1.005889912,17,0.855917042,120,1.031538177,7.1,0.976696686,4.45,1.006763354,5.888357424
Blake Martinez,2016,ILB,Stanford,237,6,2,74,4.71,1.00308738,28.5,0.861453456,22,1.09838825,113,0.963236538,6.98,0.952154081,4.2,0.94225212,5.820571826
Darron Lee,2016,OLB,Ohio State,232,6,1,73,4.47,1.020664312,35.5,1.03620597,17,0.819620662,133,1.094805385,7.12,0.937913061,4.2,0.909908878,5.819118268
Miles Killebrew,2016,S,Southern Utah,217,6,2,74,4.65,0.930289477,38,1.05167595,22,1.005697258,127,0.991218989,6.93,0.865558515,4.18,0.858628901,5.703069091
Daniel Lasco,2016,RB,California,209,6,1,73,4.46,0.921539373,41.5,1.091249694,23,0.998964635,135,1.001099752,7.22,0.856797299,4.26,0.831412429,5.701063183
Kentrell Brothers,2016,OLB,Missouri,245,6,1,73,4.89,0.985280059,28.5,0.878497837,19,0.967376821,110,0.956216137,6.99,0.972384137,4.11,0.940304541,5.700059532
Shaq Lawson,2016,DE,Clemson,269,6,3,75,4.7,1.156365946,33,1.147451599,,0,120,1.176709415,7.16,1.123565281,4.21,1.086509196,5.690601436
Devon Cajuste,2016,WR,Stanford,234,6,4,76,4.62,1.036972125,36,1.103414896,12,0.607524543,123,1.06318539,6.49,0.897730316,4.2,0.955468794,5.664296064
Montese Overton,2016,OLB,East Carolina,223,6,2,74,4.61,0.96430688,34,0.966990911,18,0.845594636,123,0.986543258,7.15,0.917728818,4.47,0.943586835,5.624751339
Steven Daniels,2016,ILB,Boston Col.,243,5,11,71,4.86,0.956330399,32,0.951527825,16,0.785846524,112,0.939197837,7.33,0.983649424,4.54,1.00197813,5.61853014
Brandon Wilds,2016,RB,South Carolina,220,6,1,73,4.54,0.952948204,36.5,1.01028824,21,0.960103311,118,0.92108983,7.08,0.884403685,4.33,0.889551722,5.618384992
Keyarris Garrett,2016,WR,Tulsa,220,6,3,75,4.53,0.981217647,36.5,1.037967369,14,0.657605007,128,1.026522216,7.3,0.936868311,4.33,0.913923002,5.554103552
Robert Nkemdiche,2016,DT,Mississippi,294,6,3,75,4.87,1.21971746,35,1.330097663,28,1.757598838,116,1.243200059,,0,,0,5.550614019
Eric Striker,2016,OLB,Oklahoma,227,5,11,71,4.8,0.904529169,30,0.833321051,23,1.055273843,116,0.908691852,7.3,0.91512161,4.46,0.919510794,5.53644832
Marquez North,2016,WR,Tennessee,223,6,2,74,4.48,0.992288999,35,0.99543182,17,0.798617157,123,0.986543258,6.9,0.885640398,4.13,0.87181513,5.530336762
Brandon Shell,2016,OT,South Carolina,324,6,5,77,5.22,1.287492893,30.5,1.311422006,22,1.562469498,112,1.358088892,,0,,0,5.519473288
Ronnie Stanley,2016,OT,Notre Dame,312,6,6,78,5.2,1.260739794,28.5,1.195366137,,0,,0,8.03,1.519975147,4.9,1.525397548,5.501478626
Paxton Lynch,2016,QB,Memphis,244,6,7,79,4.86,1.068464892,36,1.195986591,,0,118,1.105537208,7.14,1.0705005,4.26,1.050423149,5.490912339
Duke Williams,2016,WR,Auburn,229,6,2,74,4.72,0.967174442,30,0.876184062,14,0.67538027,121,0.996614063,7.43,0.979327074,4.47,0.968974822,5.463654733
Beniquez Brown,2016,OLB,Mississippi State,229,6,1,73,4.77,0.944103421,31,0.893155195,18,0.856611655,110,0.893769369,7.07,0.919283576,4.28,0.915250298,5.422173514
Thomas Duarte,2016,TE,UCLA,231,6,2,74,4.72,0.97562138,33.5,0.986950562,12,0.583953247,118,0.980392874,6.97,0.926719332,4.24,0.92714428,5.380781675
Juston Burris,2016,CB,North Carolina State,212,6,1,73,4.53,0.920322685,36.5,0.973550485,19,0.837077086,122,0.917683643,7.1,0.854651019,4.4,0.871062194,5.374347111
Michael Thomas,2016,WR,Ohio State,212,6,3,75,4.57,0.93726097,35,0.959118042,18,0.814746983,126,0.973737977,6.8,0.84096473,4.13,0.840010942,5.365839645
Keanu Neal,2016,S,Florida,211,6,1,73,4.62,0.898137744,38,1.008778469,17,0.745430861,132,0.988220106,7.09,0.84942159,4.38,0.863012713,5.353001482
Jerell Adams,2016,TE,South Carolina,247,6,5,77,4.64,1.104203974,32.5,1.065314729,,0,117,1.08155343,7.05,1.042914103,4.31,1.048582767,5.342569003
Travis Feeney,2016,OLB,Washington,230,6,4,76,4.5,1.046426002,40,1.205059003,,0,130,1.104483467,7.2,0.978916547,4.42,0.988328832,5.323213851
Peyton Barber,2016,RB,Auburn,228,5,10,70,4.64,0.926604733,32.5,0.893970402,20,0.908690556,111,0.861053834,7,0.868965776,4.21,0.859513595,5.318798895
Alex McCalister,2016,DE,Florida,239,6,6,78,4.8,1.046238926,34.5,1.108456082,,0,128,1.159783463,7.01,1.016441215,4,0.953872355,5.284792042
Jalen Ramsey,2016,CB,Florida State,209,6,1,73,4.41,0.931987666,41.5,1.091249694,14,0.60806543,135,1.001099752,6.94,0.823569703,4.18,0.81579905,5.271771295
Landon Turner,2016,OG,North Carolina,330,6,4,76,5.58,1.210801475,19,0.821273908,30,2.141913453,88,1.072715716,,0,,0,5.246704551
Tyvis Powell,2016,S,Ohio State,211,6,3,75,4.46,0.95584719,34.5,0.940956845,15,0.675753198,120,0.922995117,7.03,0.865308139,4.25,0.860340596,5.221201085
James Bradberry,2016,CB,Samford,211,6,1,73,4.5,0.922088084,36,0.955684865,16,0.701581987,124,0.928327978,6.91,0.827856585,4.21,0.829516785,5.165056284
Kenneth Dixon,2016,RB,Louisiana Tech,215,5,10,70,4.56,0.889101341,37.5,0.972690468,18,0.771191327,121,0.885108088,6.97,0.815907684,4.28,0.823982591,5.157981498
Mekale McKay,2016,WR,Cincinnati,207,6,4,76,4.55,0.931434133,35,0.948983965,12,0.537425557,123,0.940510153,7.08,0.866341144,4.63,0.931757068,5.156452021
Joel Stave,2016,QB,Wisconsin,236,6,5,77,4.8,1.019861268,33.5,1.049190688,,0,115,1.015722347,7.29,1.030390869,4.33,1.006533866,5.121699038
Sean Davis,2016,CB,Maryland,201,6,1,73,4.46,0.886265139,37.5,0.948324733,21,0.877185298,126,0.898594801,6.64,0.757807226,3.97,0.745155981,5.113333177
Josh Doctson,2016,WR,TCU,202,6,2,74,4.5,0.894849878,41,1.056267307,14,0.595750282,131,0.951763014,6.84,0.795263291,4.08,0.780155221,5.074048993
Aaron Burbridge,2016,WR,Michigan State,206,6,1,73,4.56,0.888392423,30.5,0.790490786,20,0.856196026,115,0.840547691,7.22,0.844498773,4.31,0.829096569,5.049222268
Charone Peake,2016,WR,Clemson,209,6,2,74,4.45,0.936262444,35.5,0.946266033,12,0.528338652,122,0.91709067,6.96,0.837257392,4.46,0.882369792,5.047584983
Jeff Driskel,2016,QB,Louisiana Tech,234,6,4,76,4.56,1.050616495,32,0.980813241,,0,122,1.054541606,7.19,0.994557931,4.25,0.966843422,5.047372695
Victor Ochi,2016,DE,Stony Brook,246,6,1,73,4.86,0.995408411,32,0.990409592,,0,119,1.038674256,7.24,1.011272688,4.4,1.010760848,5.046525794
Justin Simmons,2016,S,Boston Col.,202,6,2,74,4.61,0.873497712,40,1.03050469,16,0.680857465,126,0.915436181,6.58,0.765033984,3.85,0.736175883,5.001505915
Carson Wentz,2016,QB,North Dakota State,237,6,5,77,4.77,1.030624115,30.5,0.959280912,,0,118,1.046635635,6.86,0.973721887,4.15,0.968779489,4.979042037
Scooby Wright III,2016,ILB,Arizona,239,6,1,73,4.9,0.95918922,31,0.932157605,22,1.092689006,113,0.958238561,,0,4.47,0.997622077,4.939896469
Deandre Washington,2016,RB,Texas Tech,204,5,8,68,4.49,0.832285536,34.5,0.824831176,24,0.947771082,116,0.782116608,7.03,0.758518452,4.2,0.745291448,4.890814301
Charles Tapper,2016,DE,Oklahoma,271,6,3,75,4.59,1.192881976,34,1.19101262,23,1.330796108,119,1.175579366,,0,,0,4.89027007
Cory Littleton,2016,OLB,Washington,238,6,3,75,4.73,1.016615408,29.5,0.907542827,,0,114,0.989048322,7.11,0.987141854,4.32,0.986415152,4.886763563
Malcolm Mitchell,2016,WR,Georgia,198,6,1,73,4.45,0.874999183,36,0.896803807,15,0.617209271,129,0.906258722,6.94,0.780223929,4.34,0.802445502,4.877940415
Darian Thompson,2016,S,Boise State,208,6,2,74,4.69,0.884100874,32.5,0.862154914,12,0.525810716,118,0.882777999,7.26,0.869167383,4.33,0.852551687,4.876563573
Shadrach Thornton,2016,RB,North Carolina State,217,6,1,73,4.75,0.898397619,31,0.846352302,12,0.541149139,116,0.893130709,6.85,0.844004788,4.21,0.853104941,4.876139498
Braxton Miller,2016,WR,Ohio State,201,6,1,73,4.5,0.878387227,35,0.885103084,17,0.710102384,123,0.877199687,6.65,0.758948501,4.07,0.763925653,4.873666536
Daryl Worley,2016,CB,West Virginia,204,6,1,73,4.64,0.864598853,35.5,0.911146629,14,0.59351841,123,0.890292219,6.98,0.808500318,4.15,0.790567381,4.858623811
Kenyan Drake,2016,RB,Alabama,210,6,1,73,4.45,0.928029436,34.5,0.911524072,10,0.436410596,123,0.916477285,7.04,0.839434006,4.21,0.825585426,4.857460821
Sterling Shepard,2016,WR,Oklahoma,194,5,10,70,4.48,0.816584936,41,0.959600618,20,0.773184069,123,0.81185659,7,0.73938316,4.35,0.755660627,4.856269999
Jacoby Brissett,2016,QB,North Carolina State,231,6,4,76,4.94,0.95736651,31,0.937981252,,0,113,0.964225149,7.17,0.979076153,4.53,1.017329274,4.855978338
Alonzo Russell,2016,WR,Toledo,206,6,4,76,4.54,0.928976157,29.5,0.795993865,12,0.534829299,112,0.852262293,7.18,0.874333265,4.33,0.867174455,4.853569335
Chris Moore,2016,WR,Cincinnati,206,6,1,73,4.53,0.894275816,37,0.958956035,10,0.428098013,130,0.950184347,6.76,0.790694142,4.2,0.807936332,4.830144685
Jared Norris,2016,ILB,Utah,241,6,1,73,4.8,0.987366239,29.5,0.894476244,19,0.951582914,114,0.974808243,,0,4.52,1.017222844,4.825456484
Leshaun Sims,2016,CB,Southern Utah,203,6,1,73,4.53,0.881252382,37,0.944990656,11,0.464049934,120,0.864320041,7.08,0.8160634,4.42,0.837874426,4.808550838
Lamarcus Brutus,2016,S,Florida State,206,6,1,73,4.76,0.85106501,33,0.855285112,14,0.599337218,114,0.833238581,7.08,0.828123451,4.33,0.832943885,4.799993257
Dominick Jackson,2016,OT,Alabama,313,6,5,77,5.38,1.206791924,26,1.07997898,20,1.372202449,97,1.136269203,,0,,0,4.795242556
Nick Vigil,2016,ILB,Utah State,239,6,2,74,4.72,1.009409133,31.5,0.960167643,,0,115,0.988557419,6.73,0.925798408,4,0.904955824,4.788888428
Eric Murray,2016,CB,Minnesota,199,5,11,71,4.49,0.847704897,39.5,0.961867859,15,0.603331244,124,0.851544894,7.08,0.778065982,4.05,0.731988428,4.774503304
Maurice Canady,2016,CB,Virginia,193,6,1,73,4.49,0.845304997,38,0.922721538,16,0.64173139,124,0.849134122,7.03,0.770383973,4.09,0.737125176,4.766401196
Nelson Spruce,2016,WR,Colorado,206,6,1,73,4.69,0.863767473,35,0.907120574,12,0.513717616,114,0.833238581,7.09,0.829293117,4.2,0.807936332,4.755073692
Stephen Weatherly,2016,OLB,Vanderbilt,267,6,4,76,4.61,1.185778403,31,1.084160149,23,1.328635405,117,1.153945118,,0,,0,4.752519076
Marshaun Coprich,2016,RB,Illinois State,207,5,8,68,4.47,0.848303664,34,0.824831176,17,0.681210465,112,0.766252174,7.26,0.794854475,4.58,0.824674381,4.740126336
Josh Woodrum,2016,QB,Liberty,231,6,3,75,4.8,0.972325362,31,0.925639394,,0,116,0.976800046,6.74,0.908248909,4.31,0.955186731,4.738200441
Wendell Smallwood,2016,RB,West Virginia,208,5,10,70,4.47,0.877472389,33.5,0.840645852,14,0.580286601,120,0.849213833,6.83,0.773488433,4.28,0.797155251,4.718262359
Jalin Marshall,2016,WR,Ohio State,200,5,10,70,4.6,0.819879093,37.5,0.904828342,16,0.637677583,125,0.850574753,6.8,0.740472089,4.13,0.739632276,4.693064136
Deandre Houston-Carson,2016,S,William & Mary,201,6,1,73,4.54,0.870648132,32.5,0.821881435,13,0.54301947,115,0.820146048,7.15,0.816012299,4.28,0.803341964,4.675049349
Dak Prescott,2016,QB,Mississippi State,226,6,2,74,4.79,0.940555123,32.5,0.936764474,,0,116,0.942915092,7.11,0.924871729,4.32,0.924190868,4.669297287
D.J. White,2016,CB,Georgia Tech,193,5,11,71,4.49,0.822145956,33,0.779357088,17,0.663159065,132,0.87915212,7.18,0.765264993,4.33,0.758999206,4.668078428
Christian Hackenberg,2016,QB,Penn State,223,6,4,76,4.78,0.955146892,31,0.905497053,,0,114,0.939069522,7.04,0.928031803,4.33,0.938737396,4.666482666
Jimmy Landes,2016,LS,Baylor,240,6,1,73,4.95,0.953473245,27.5,0.830373896,,0,110,0.936701522,7.05,0.960715868,4.38,0.981625834,4.662890364
Anthony Brown,2016,CB,Purdue,192,5,11,71,4.33,0.848108252,35,0.822307997,19,0.73733748,115,0.761959445,7.03,0.745395295,4.19,0.730653329,4.645761799
Jalen Mills,2016,S,LSU,191,6,1,73,4.61,0.814769775,37,0.889129139,16,0.635081324,123,0.833557911,6.86,0.743964286,4,0.713434301,4.629936738
Xavien Howard,2016,CB,Baylor,201,6,1,73,4.58,0.863044218,33,0.834525765,11,0.459478013,122,0.870067982,7.18,0.819436126,4.15,0.778941391,4.625493495
Brandon Williams,2016,CB,Texas A&M,197,5,11,71,4.37,0.862229239,30.5,0.735243691,18,0.716721136,118,0.802196977,6.85,0.7452241,4.19,0.74968076,4.611295902
Connor Cook,2016,QB,Michigan State,217,6,4,76,4.79,0.92750748,33,0.937981252,,0,113,0.905787261,7.21,0.92486924,4.28,0.902931621,4.599076855
Ryan Smith,2016,CB,North Carolina Central,189,5,11,71,4.47,0.808708928,36,0.832586847,18,0.687615709,122,0.795709279,6.88,0.718092409,4.09,0.702071313,4.544784486
Tyler Boyd,2016,WR,Pittsburgh,197,6,1,73,4.58,0.845869209,34,0.84270369,11,0.450334172,119,0.831783855,6.9,0.771809148,4.35,0.800232362,4.542732436
Kevin Hogan,2016,QB,Stanford,218,6,3,75,4.78,0.921445107,32.5,0.915815543,,0,113,0.89798822,6.9,0.87748276,4.31,0.901431633,4.514163264
Joshua Perry,2016,ILB,Ohio State,254,6,4,76,4.68,1.111171423,33.5,1.114548593,20,1.099082863,124,1.163438505,,0,,0,4.488241384
Jayron Kearse,2016,S,Clemson,216,6,4,76,4.62,0.957205038,31.5,0.891219724,16,0.747722514,124,0.989380776,7.06,0.901454455,,0,4.486982507
Jonathan Jones,2016,CB,Auburn,186,5,9,69,4.33,0.79846107,36,0.796290304,19,0.694174678,123,0.767258282,7.25,0.72372202,4.25,0.697732146,4.477638501
Avery Young,2016,OT,Auburn,328,6,5,77,5.39,1.262279159,,0,,0,,0,8.22,1.614760553,4.91,1.586294536,4.463334247
Elijah Shumate,2016,S,Notre Dame,216,6,1,73,4.58,0.927450503,33,0.896803807,18,0.807983046,119,0.912006664,,0,4.51,0.909684763,4.453928783
Trevor Davis,2016,WR,California,188,6,1,73,4.42,0.836446268,38.5,0.910643372,11,0.42976053,124,0.827135829,6.6,0.70452497,4.22,0.740851096,4.449362064
Hunter Sharp,2016,WR,Utah State,198,5,11,71,4.58,0.826870825,32.5,0.787433328,12,0.480239543,116,0.792603466,7.12,0.778529866,4.19,0.753486246,4.419163273
A.J. Stamps,2016,S,Kentucky,193,5,11,71,4.79,0.77065456,33,0.779357088,15,0.585140352,115,0.765927984,7.17,0.764199164,4.25,0.744976126,4.410255273
Jared Goff,2016,QB,California,215,6,4,76,4.82,0.913239362,27,0.760366034,,0,110,0.873613177,7.17,0.911261355,4.47,0.934323651,4.392803579
Jordan Payton,2016,WR,UCLA,207,6,1,73,4.47,0.910678934,34.5,0.898502299,,0,121,0.888695569,7.08,0.832143467,4.33,0.836987302,4.367007571
